Test_ID,Applied_Voltage_kV,Load_Current_A,Ambient_Temperature_C,Test_Duration_min,Sensor_S1,Sensor_S2,Sensor_S3,Sensor_S4,Reference_Parameter,V_times_I,Current_sq,Voltage_sq,Current_x_Duration
TRN-0238,24.5424,90.2796,44.3099,53.5612,17.2203,17.7766,21.3428,43.8869,39.469,2215.67805504,8150.4061761600005,602.32939776,4835.48371152
TRN-0494,16.9402,91.4089,28.7547,32.746,13.7494,14.6965,16.65,55.3822,32.4537,1548.48504778,8355.58699921,286.97037604,2993.2758394
TRN-0597,11.0549,38.0733,34.939,28.6861,7.5375,8.2343,9.2702,52.9228,15.2692,420.89652417,1449.5761728900002,122.21081400999999,1092.17449113
TRN-0749,16.9551,49.3238,37.9182,46.079,11.5897,11.7664,14.8056,46.527,18.7843,836.28996138,2432.83724644,287.47541601000006,2272.7913802
TRN-0973,28.9136,58.5679,27.1528,37.1643,17.6326,16.1946,22.4584,51.0747,22.3777,1693.40883344,3430.1989104100003,835.99626496,2176.63500597
TRN-0995,14.8736,90.321,43.7769,6.3052,12.5782,14.5,15.1172,49.4543,35.587,1343.3984255999999,8157.883041,221.22397696,569.4919692
TRN-0420,16.7887,100.0701,39.1768,10.3787,13.9253,15.7353,16.7186,56.4779,42.4476,1680.0468878699999,10014.024914009999,281.86044768999994,1038.59754687
TRN-0621,20.8151,108.1273,37.7482,18.9016,16.2126,17.5534,19.6291,65.7172,50.4377,2250.6805622300003,11691.51300529,433.26838801,2043.77897368
TRN-0128,26.0646,105.4747,36.4848,29.7454,18.6229,19.0469,22.9939,59.9133,49.6719,2749.15586562,11124.912340089999,679.3633731599999,3137.38714138
TRN-0436,12.9292,15.0079,18.0,47.765,7.7726,6.8596,10.0741,61.009,13.2914,194.04014067999998,225.23706241,167.16421264,716.8523435
TRN-0733,11.1191,95.9778,32.2408,9.3445,10.3419,12.6769,11.9418,52.1243,34.3407,1067.18675598,9211.73809284,123.63438480999999,896.8645521
TRN-0451,15.2425,33.3987,35.7329,11.8259,9.3907,9.3412,12.0736,32.7026,16.184,509.07968474999996,1115.4731616899999,232.33380624999998,394.96968633
TRN-0061,30.0389,73.7471,41.4148,46.8461,19.0801,18.3148,24.107,44.198,31.9481,2215.2817621900003,5438.63475841,902.3355132100002,3454.7640213100003
TRN-0051,31.1752,99.3175,25.9078,5.095,20.6205,20.1688,25.4065,34.0022,42.1474,3096.242926,9863.965806249998,971.89309504,506.02266249999997
TRN-0093,20.1057,35.7746,27.7187,59.2091,12.5668,11.4561,16.472,51.154,18.1969,719.2733752199999,1279.82200516,404.23917248999993,2118.18186886
TRN-0457,14.4873,100.0648,36.7584,54.3708,12.7881,14.6488,15.1889,44.7178,41.1164,1449.6687770400001,10012.964199040001,209.88186129,5440.603227840001
TRN-0939,22.3374,56.6306,28.9941,18.4958,13.9008,13.3433,17.7527,49.9282,19.3513,1264.98036444,3207.0248563600003,498.95943875999995,1047.42825148
TRN-0872,26.9568,40.5601,40.3636,25.9641,13.62775,14.5565,20.7849,74.7142,21.4579,1093.37050368,1645.1217120099998,726.6690662400001,1053.1064924099999
TRN-0652,27.089,62.907,40.7783,13.492,16.8702,0.0,21.7538,66.6104,28.0562,1704.0877229999999,3957.2906489999996,733.8139209999999,848.741244
TRN-0084,16.1984,104.131,47.1348,13.1686,13.8563,16.0643,16.4932,45.0811,49.5151,1686.7555903999998,10843.265161,262.38816255999996,1371.2594866
TRN-0461,10.4319,41.9366,32.0292,45.3324,7.5731,8.4603,9.6327,36.0315,15.0741,437.47841754,1758.6784195599998,108.82453761000001,1901.0867258399999
TRN-0615,28.5161,46.13,36.8821,25.4588,16.5328,15.279,21.4779,48.4752,21.8358,1315.447693,2127.9769,813.16795921,1174.414444
TRN-0828,12.2969,56.5112,39.2929,28.3125,9.4048,10.5472,11.7256,49.4543,17.4859,694.91257528,3193.51572544,151.21374961,1599.97335
TRN-0082,24.2607,41.2419,35.6057,24.8717,14.0427,13.1631,18.3995,59.6223,20.2629,1000.55736333,1700.8943156100001,588.58156449,1025.75616423
TRN-0969,30.7801,21.4751,27.9207,33.4875,16.1614,13.5707,21.6122,49.4543,19.9597,661.00572551,461.17992001000005,947.4145560100001,719.14741125
TRN-0675,30.2286,45.8892,26.7456,33.7286,17.466,15.4147,22.8149,43.5912,21.585,1387.1662711200001,2105.8186766400004,913.76825796,1547.7784711200002
TRN-0458,20.8054,64.9584,26.8743,57.8686,14.1824,22.0046,17.7369,45.5514,23.0209,1351.48549536,4219.59373056,432.86466915999995,3759.05166624
TRN-0190,15.2603,79.1605,29.4847,21.3996,11.7469,12.7595,14.0645,19.9086,24.475,1208.01297815,6266.38476025,232.87675609000001,1694.0030358
TRN-0202,25.3237,106.6343,38.858,25.9433,1.0,19.0542,22.2274,54.544,50.9883,2700.3750229099996,11370.87393649,641.2897816899999,2766.44563519
TRN-0068,12.3176,57.5176,21.598,48.011,9.8896,10.3904,12.1167,36.3548,16.2433,708.47878976,3308.27430976,151.72326976000002,2761.4774936000003
TRN-0214,27.8415,15.6042,28.6918,50.5509,14.726,12.1316,19.753,57.192,19.1633,434.44433430000004,243.49105764,775.14912225,788.80635378
TRN-0477,10.8498,54.5137,33.8139,24.3945,8.3735,9.3847,10.2987,66.5264,15.9991,591.46274226,2971.74348769,117.71816004,1329.83445465
TRN-0394,17.3998,27.4014,32.6194,7.1219,10.1519,9.3392,13.4439,43.0775,16.065,476.77887971999996,750.83672196,302.75304004,195.15003066
TRN-0530,18.4973,100.7009,36.7309,6.1492,14.4387,16.0742,17.2039,51.6816,42.1886,1862.69475757,10140.67126081,342.15010729,619.2299742800001
TRN-0037,20.7384,99.3801,27.8355,9.009,15.4736,16.4851,18.3568,61.3818,39.6381,2060.98426584,9876.40427601,430.0812345599999,895.3153209000001
TRN-0267,12.3628,100.7801,22.3968,23.5885,11.9041,13.7706,13.9312,40.4923,36.3126,1245.92422028,10156.62855601,152.83882384,2377.2513888500002
TRN-0440,9.7342,73.9139,18.0,45.948,9.1737,10.3878,10.8464,53.3581,18.5615,719.4926853799999,5463.26461321,94.75464964,3396.1958772
TRN-0697,13.9074,63.999,35.716,17.3181,10.4776,11.3127,12.9265,53.7765,22.287,890.0596926000001,4095.872001,193.41577476000003,1108.3410819
TRN-0974,18.163,28.358,31.2924,32.175,10.7058,9.9377,14.0611,50.49,16.6652,515.066354,804.1761640000001,329.894569,912.41865
TRN-0869,31.3848,62.2443,36.8918,34.7087,18.6216,17.3424,23.8142,52.9131,28.7862,1953.52490664,3874.3528824900004,985.0056710399999,2160.41873541
TRN-0025,16.5478,64.1575,36.9451,5.6956,11.3731,6.9911,14.1633,58.3087,22.9904,1061.6654784999998,4116.18480625,273.82968483999997,365.415457
TRN-0523,11.8296,21.4584,32.3691,57.9892,25.0,7.3582,9.8972,38.2451,14.6204,253.84428864,460.46293056,139.93943615999999,1244.35544928
TRN-0172,28.6209,35.1609,28.1335,24.3318,15.7314,13.8399,20.6323,43.6457,19.8299,1006.3366028099999,1236.28888881,819.1559168099999,855.52798662
TRN-0723,12.3018,61.145,38.4586,12.285,9.4748,10.5765,11.5015,53.5863,17.7216,752.193561,3738.7110250000005,151.33428324,751.166325
TRN-0041,15.098,38.9042,25.1113,36.8095,9.7416,9.5803,12.384,42.8213,16.1036,587.3756116000001,1513.5367776400003,227.94960400000002,1432.0441499
TRN-0958,13.9218,61.6483,44.9454,43.3601,10.3708,11.515,12.7252,52.0169,19.7819,858.25530294,3800.51289289,193.81651523999997,2673.07645283
TRN-0364,10.1665,93.6094,41.4084,43.4711,10.5852,13.1681,12.3919,36.9169,36.1226,951.6799650999999,8762.719768359999,103.35772224999998,4069.30358834
TRN-0553,12.9588,91.6201,24.6224,7.4809,11.674,13.1147,13.7081,50.501,29.8408,1187.28655188,8394.242724009999,167.93049744,685.40080609
TRN-0253,31.6361,32.2472,36.1817,55.1522,17.5824,15.0875,23.2255,71.4929,22.5182,1020.17564392,1039.88190784,1000.8428232099999,1778.50402384
TRN-0566,12.9328,79.8868,40.2712,33.5667,11.013,12.7045,13.3102,37.6164,27.8973,1033.16000704,6381.900814239999,167.25731584000002,2681.5362495599998
TRN-0777,8.1947,107.2433,21.406,55.8882,10.373,13.0691,11.2021,49.4159,41.548,878.82667051,11501.125394890001,67.15310808999999,5993.63499906
TRN-0485,12.9139,39.8236,23.2491,24.6533,8.46,8.7627,10.6013,67.1814,14.2112,514.27798804,1585.9191169599999,166.76881321,981.7831578800001
TRN-0076,19.98,51.4139,37.8555,12.2375,12.5667,12.777,25.0,21.6472,19.0336,1027.249722,2643.38911321,399.2004,629.1776012500001
TRN-0234,31.8555,89.9514,38.7023,18.529,20.0978,19.7211,25.2735,50.7539,39.1209,2865.4468227,8091.254361960001,1014.77288025,1666.7094906000002
TRN-0176,16.7604,61.6364,46.4971,55.1082,12.021,12.683,14.9245,41.1933,22.1887,1033.0507185600002,3799.04580496,280.91100816,3396.67105848
TRN-0931,19.7739,19.7536,27.0141,42.8943,11.0173,9.5235,14.5968,39.2832,16.1916,390.60571104,390.20471295999994,391.00712121000004,847.31684448
TRN-0945,26.7385,70.3804,36.3881,33.2994,17.2828,16.7397,21.7568,56.2922,47.492,1881.8663253999998,4953.400704159999,714.9473822499999,2343.6250917599996
TRN-0715,15.2056,97.2858,31.008,34.6975,12.7327,14.3418,14.9446,45.1902,36.8872,1479.28896048,9464.526881639998,231.21027136,3375.5740454999996
TRN-0103,11.0967,57.7506,32.1577,49.6601,9.3504,10.2755,11.4103,47.7629,16.6986,640.84108302,3335.13180036,123.13675089,2867.90057106
TRN-0522,25.7619,69.1276,32.6964,18.6309,16.2873,15.9744,20.6953,56.4635,25.8008,1780.8583184400002,4778.62508176,663.67549161,1287.90940284
TRN-0612,22.9325,95.339,21.9622,58.4625,17.1118,17.1518,21.0356,37.9274,36.1073,2186.3616175,9089.524921,525.89955625,5573.756287499999
TRN-0706,12.8318,53.2613,36.8491,11.4673,9.0028,9.979,10.9948,42.5072,16.8909,683.43834934,2836.7660776899997,164.65509124,610.76330549
TRN-0409,18.9372,42.7286,30.7494,59.6139,12.0414,11.6014,15.4897,71.2505,18.268,809.16004392,1825.73325796,358.61754384000005,2547.21848754
TRN-0741,10.1391,102.3696,30.4046,37.2094,10.9162,13.2917,12.6988,45.9982,39.7644,1037.93561136,10479.535004160001,102.80134880999998,3809.11139424
TRN-0162,13.1679,23.7918,20.5211,29.8586,8.0068,7.4467,10.4513,19.7703,13.4887,313.28804321999996,566.0497472399999,173.39359040999997,710.38983948
TRN-0980,21.2551,92.5878,23.7463,51.8686,15.8742,16.2173,19.1395,77.3263,33.6704,1967.96294778,8572.50070884,451.77927600999993,4802.39956308
TRN-0072,11.3676,24.7966,47.8326,39.7456,7.1229,7.6559,9.5351,59.5152,17.8875,281.87783016000003,614.8713715600001,129.22232975999998,985.5557449600001
TRN-0670,13.7125,49.7963,29.9628,30.9329,9.5133,9.9252,12.031,61.3026,16.1612,682.83176375,2479.6714936900003,188.03265625,1540.34396827
TRN-0884,14.7955,47.2573,38.2309,35.7656,9.9198,10.4887,12.5743,44.566,17.7695,699.19538215,2233.25240329,218.90682025,1690.18568888
TRN-0765,25.7638,21.9445,30.2554,47.5049,13.902,20.392,18.6341,52.7792,18.6845,565.3737091,481.5610802500001,663.77339044,1042.4712780500001
TRN-0208,27.5704,85.3055,24.6014,31.3391,18.2797,17.8617,22.6378,50.0485,31.0727,2351.9067572,7277.028330249999,760.12695616,2673.39759505
TRN-0116,17.1843,57.8166,30.8448,31.3097,11.8278,12.0699,14.9209,40.3349,18.4577,993.53779938,3342.75923556,295.30016649000004,1810.22040102
TRN-0807,13.7129,81.1031,27.6251,31.0034,11.2408,12.5312,13.2541,54.4976,25.0497,1112.1586999899998,6577.71282961,188.04362640999997,2514.4718505399997
TRN-0515,26.6475,106.3383,29.4929,14.2771,19.0362,19.4561,23.466,35.5775,48.7143,2833.64984925,11307.83404689,710.0892562500001,1518.2025429300002
TRN-0771,10.5103,65.8953,33.8904,15.1601,8.8842,10.4931,10.7892,42.4119,20.7145,692.5793715900002,4342.190562090001,110.46640609000002,998.9793375300001
TRN-0252,28.7185,102.2871,26.2899,33.8702,19.6977,19.5107,24.4223,43.589,44.555,2937.5320813499998,10462.65082641,824.7522422499999,3464.4845344199994
TRN-0762,25.9956,109.9526,44.171,32.6094,19.0835,20.0698,23.5018,26.7068,57.0971,2858.28380856,12089.574246760001,675.77121936,3585.48831444
TRN-0722,13.5483,30.7805,39.3529,46.8138,8.7059,8.8392,11.4471,42.6593,16.6493,417.02344815,947.43918025,183.55643289,1440.9521709
TRN-0309,17.304,91.7646,36.5064,53.8731,13.7505,15.1453,16.6453,74.8414,35.7241,1587.8946383999998,8420.74181316,299.42841599999997,4943.64347226
TRN-0454,18.7967,65.4734,40.9096,30.0071,13.0694,13.9466,16.4915,57.237,25.9462,1230.6838577800002,4286.76610756,353.31593089000006,1964.66686114
TRN-0312,11.6104,102.0657,46.6395,55.7037,11.7779,14.4485,13.6518,49.1068,46.3609,1185.02360328,10417.407116490001,134.80138816000002,5685.43713309
TRN-0191,13.4092,41.696,35.3431,54.3964,9.4945,9.707,12.2115,45.3013,16.8215,559.1100031999999,1738.556416,179.80664464,2268.1122944
TRN-0913,30.3803,53.4373,35.2678,10.1371,17.5759,16.0709,22.6921,36.9262,22.5101,1623.44120519,2855.54503129,922.96262809,541.69925383
TRN-0426,15.663,92.9721,42.0626,10.8552,12.5411,14.5453,14.8675,57.4867,36.7578,1456.2220023,8643.811378409999,245.32956900000002,1009.23073992
TRN-0286,11.876,58.3091,18.0,17.1002,8.8853,9.7133,10.5956,51.7181,14.8376,692.4788715999999,3399.95114281,141.03937599999998,997.0972718200001
TRN-0400,15.8294,42.461,36.6762,38.4979,10.6434,10.7181,13.7955,58.1528,17.266,672.1321534,1802.9365209999999,250.56990435999998,1634.6593319
TRN-0498,9.247,29.5362,30.9868,39.7963,6.3095,6.6922,8.0435,23.9261,14.0908,273.12124140000003,872.38711044,85.507009,1175.43147606
TRN-0379,27.3635,80.9819,24.8846,40.687,17.9053,17.2384,22.3222,41.2935,28.7559,2215.9482206499997,6558.0681276099995,748.76113225,3294.9105652999997
TRN-0120,27.6676,107.92,25.534,37.3577,19.7172,19.6141,16.9269,66.4597,49.6937,2985.887392,11646.7264,765.49608976,4031.642984
TRN-0062,13.8465,88.0545,18.0,14.4881,11.694,12.8662,13.6891,56.6009,25.5005,1219.2466342500002,7753.594970250001,191.72556225000002,1275.74240145
TRN-0216,10.4524,20.9992,31.1693,8.7182,6.133,6.6738,8.1383,61.5106,13.2191,219.49203808,440.9664006399999,109.25266576000001,183.07522543999997
TRN-0246,20.7832,99.3301,37.9236,7.0177,15.7143,16.9205,18.9945,72.4032,42.2102,2064.39733432,9866.46876601,431.94140224000006,697.06884277
TRN-0303,15.7997,94.2261,39.2941,32.7851,13.1259,14.9899,15.8749,46.3433,37.2738,1488.74411217,8878.55792121,249.63052008999998,3089.21211111
TRN-0213,30.1751,79.3309,21.9507,18.1772,18.7655,17.5128,23.4268,32.0832,27.5048,2393.81784059,6293.3916948099995,910.53666001,1442.01363548
TRN-0156,19.8281,70.9773,33.1628,38.3599,14.1726,14.261,17.9427,42.5564,25.1633,1407.34500213,5037.7771152899995,393.15354960999997,2722.68213027
TRN-0703,26.2089,54.974,41.1151,26.273,16.2704,15.1831,20.948,45.5269,21.8275,1440.8080685999998,3022.1406759999995,686.90643921,1444.331902
TRN-0702,19.4301,32.991,28.6255,59.8097,12.1253,11.1045,15.7981,39.8642,18.0492,641.0184290999999,1088.406081,377.52878601,1973.1818127
TRN-0784,15.8702,15.6296,39.2104,56.6342,9.2844,8.3762,12.6375,53.5794,15.9125,248.04487792,244.28439616,251.86324804000003,885.16989232
TRN-0929,10.8657,63.1203,31.5599,52.7209,17.2812,10.3317,11.1108,76.6147,20.992,685.8462437100001,3984.17227209,118.06343649,3327.75902427
TRN-0997,15.1471,61.1764,30.4936,18.3832,11.3087,11.8006,14.0115,64.296,18.0475,926.64504844,3742.55191696,229.43463841,1124.6179964799999
TRN-0368,26.4526,41.6867,25.0217,25.7021,15.4035,13.8786,20.0559,44.0599,19.4551,1102.72160042,1737.7809568900002,699.74004676,1071.43573207
TRN-0015,9.8697,106.5144,35.524,34.3863,10.9308,13.743,12.4704,36.746,45.2592,1051.2651736799999,11345.317407359998,97.41097809,3662.63611272
TRN-0342,28.6801,34.5847,34.5762,26.7751,15.7586,14.168,20.6559,41.1764,20.871,991.8926544699999,1196.1014740899998,822.54813601,926.0088009699999
TRN-0435,16.7485,20.8459,32.3547,55.9328,10.1249,9.1295,13.6252,42.7239,16.4881,349.13755615,434.55154681,280.51225225,1165.96955552
TRN-0219,31.6478,62.8966,31.4592,47.6283,19.2432,17.5298,24.8905,52.5683,27.1426,1990.53901748,3955.98229156,1001.58324484,2995.6581337800003
TRN-0863,10.732,30.3546,18.0,26.322,6.7881,6.7639,8.8119,71.1859,12.5632,325.7655672,921.40174116,115.17582399999999,798.9937812000001
TRN-0217,12.8841,56.0493,29.0429,48.7273,13.667,16.5939,12.7182,55.1213,17.1996,722.14478613,3141.5240304900003,166.00003281,2731.13105589
TRN-0791,22.6952,45.442,31.1286,36.3539,13.5856,12.7301,17.5582,51.0872,19.3063,1031.3152784,2064.975364,515.07210304,1651.9939238000002
TRN-0993,30.921,107.667,40.2538,39.6437,21.2226,21.4006,26.4027,52.0188,54.5231,3329.171307,11592.182889,956.1082409999999,4268.318247900001
TRN-0481,28.8309,92.0524,22.5305,20.2385,19.4131,18.7107,24.0829,24.1901,34.7951,2653.95353916,8473.644345760002,831.22079481,1863.0024974
TRN-0237,15.926,15.8727,28.8574,49.7271,9.1475,8.3813,12.2518,39.5061,15.0726,252.7886202,251.94260529,253.637476,789.30334017
TRN-0424,31.766,63.1176,34.6055,14.9161,18.9696,17.6123,24.3552,47.8771,27.2886,2004.9936816,3983.8314297600004,1009.0787559999999,941.4684333600001
TRN-0224,22.1138,69.3864,45.2051,24.9273,14.8369,14.9851,18.8101,50.5464,29.6462,1534.39697232,4814.472504959999,489.02015044000007,1729.6156087199997
TRN-0024,17.4295,76.4987,41.6689,49.1177,12.8582,14.1314,15.8929,49.4543,28.5819,1333.3340916500001,5852.05110169,303.78747025,3757.44019699
TRN-0761,8.4072,51.5741,32.3668,9.8077,7.052,8.3476,8.6095,67.879,14.9056,433.59377352,2659.8877908100003,70.68101184,505.82330057
TRN-0551,23.5579,70.8232,32.6027,43.3158,15.7487,24.8572,19.3857,22.1708,26.582,1668.44586328,5015.92565824,554.97465241,3067.76356656
TRN-0768,24.9567,103.8645,43.7261,16.1546,17.6763,13.57855,21.7368,53.8115,49.1874,2592.11516715,10787.83436025,622.8368748900001,1677.8894516999999
TRN-0109,22.871,98.2611,23.1992,7.9469,16.5071,16.9606,20.0505,53.2645,37.4384,2247.3296181,9655.24377321,523.082641,780.87113559
TRN-0873,26.6998,56.1904,35.416,31.4179,16.3946,15.2187,21.3825,41.5613,21.7451,1500.27244192,3157.3610521599994,712.87932004,1765.38436816
TRN-0589,23.5742,80.0256,28.2073,5.4162,15.6847,15.9431,19.5115,52.9688,22.5337,1886.53949952,6404.096655359999,555.74290564,433.43465471999997
TRN-0203,12.9827,26.2827,18.5198,33.0949,8.5219,-0.2015,11.2283,67.3265,13.8386,341.22040928999996,690.78031929,168.55049928999998,869.82332823
TRN-0963,22.0301,29.581,24.2657,46.4353,12.6477,11.2868,16.7821,72.0159,17.5945,651.6723881,875.0355609999999,485.32530601,1373.6026092999998
TRN-0445,21.45,50.8455,34.0144,31.5401,13.5733,13.0423,17.1751,47.7971,19.8208,1090.635975,2585.26487025,460.10249999999996,1603.67215455
TRN-0935,9.4254,88.5794,30.4932,48.8792,9.996,12.1686,18.5332,39.0483,29.1563,834.8962767600001,7846.310104360001,88.83816516,4329.69020848
TRN-0415,19.177,89.8922,38.4577,56.7523,15.2102,15.9875,18.729,36.1364,36.2324,1723.8627194,8080.607620840001,367.75732899999997,5101.58910206
TRN-0209,29.9956,79.3101,32.0155,17.061,18.8294,18.2246,23.9815,35.0363,30.7826,2378.95403556,6290.091962010001,899.73601936,1353.1096161
TRN-0544,27.3237,36.5954,27.8369,36.5974,15.3085,13.4413,19.8104,29.1183,20.0523,999.9217309799999,1339.22330116,746.5845816899999,1339.29649196
TRN-0111,20.1785,19.6058,37.9269,15.0994,11.127,10.1191,14.7335,33.4432,16.8476,395.61563529999995,384.38739363999997,407.17186225,296.03581651999997
TRN-0526,31.4644,29.237,41.6587,52.351,17.3032,15.1398,22.8723,49.0786,22.4432,919.9246628,854.8021689999999,990.00846736,1530.5861869999999
TRN-0940,9.6406,56.2683,24.8761,48.8917,8.3068,9.0676,10.0189,32.4217,15.3632,542.46017298,3166.1215848900006,92.94116835999998,2751.05284311
TRN-0838,31.932,79.8589,32.6147,44.5479,20.6119,19.6283,25.9704,14.6559,32.5568,2550.0543948,6377.443909210001,1019.652624,3557.54629131
TRN-0708,17.9052,36.8289,26.0267,32.4417,10.976,10.3199,14.1071,40.9626,16.3153,659.42882028,1356.3678752099997,320.59618704,1194.7921251299997
TRN-0075,10.6255,33.6857,32.3691,40.2823,7.5093,7.9531,9.6454,54.134,14.8973,357.92740535,1134.7263844899999,112.90125025000002,1356.93747311
TRN-0321,16.4319,106.2896,25.8871,25.654,14.4604,15.843,1.0,69.2522,44.1173,1746.5400782399997,11297.479068159999,270.00733761,2726.7533983999997
TRN-0867,12.4308,52.8897,31.9177,46.884,9.4185,10.1833,11.7055,49.4543,17.0184,657.4612827599999,2797.32036609,154.52478864,2479.6806948
TRN-0416,16.6191,71.8971,38.4489,6.7605,12.0738,13.1961,14.7668,49.4543,25.4373,1194.86509461,5169.192988409999,276.19448481,486.06034454999997
TRN-0188,26.6142,90.5936,48.4553,12.0777,17.7157,18.4443,22.0111,49.4543,43.1445,2411.07618912,8207.20036096,708.31564164,1094.16232272
TRN-0050,11.9381,73.8834,36.8656,56.3173,10.3871,11.833,12.4416,62.0085,25.2323,882.02741754,5458.756795559999,142.51823161000002,4160.91360282
TRN-0150,26.2178,25.4714,35.5228,48.3043,14.3505,12.58,19.1492,42.953,19.5769,667.80407092,648.7922179599999,687.37303684,1230.37814702
TRN-0142,21.3253,74.4008,46.0511,24.5985,14.5831,15.3581,18.2474,47.2732,31.2509,1586.61938024,5535.479040640001,454.76842008999995,1830.1480788000001
TRN-0133,8.076,29.8006,45.4033,12.3513,5.9675,7.1174,7.6489,60.1719,15.0277,240.6696456,888.07576036,65.221776,368.07615078
TRN-0906,25.8413,81.9552,43.1604,47.0577,17.4843,17.531,22.1277,41.4904,34.7399,2117.82890976,6716.65480704,667.77278569,3856.62321504
TRN-0894,9.8798,101.6812,38.8328,20.6455,10.6819,13.5792,12.2654,34.8847,41.2056,1004.5899197599999,10339.06643344,97.61044804,2099.2592145999997
TRN-0944,9.9425,82.4452,35.8081,40.7018,9.6835,11.9735,16.9269,50.8812,27.0719,819.711401,6797.21100304,98.85330625000002,3355.6680413599997
TRN-0030,31.3419,73.0867,33.8379,8.3587,19.2448,18.2686,24.291,54.3545,29.1257,2290.6760427299996,5341.665716889999,982.31469561,610.90979929
TRN-0302,24.9096,36.4844,36.5374,37.3227,14.063,13.0071,18.5927,61.9299,19.6812,908.8118102400001,1331.11144336,620.4881721600001,1361.69631588
TRN-0623,16.5307,105.1387,45.288,58.565,14.3957,16.4442,17.1558,35.4316,50.0012,1738.01630809,11054.14623769,273.26404249,6157.4479655
TRN-0230,17.355,73.8506,31.1921,18.0737,12.7189,13.471,15.6576,56.9299,24.5185,1281.677163,5453.91112036,301.196025,1334.7535892199999
TRN-0060,19.2254,85.8028,25.5407,7.2014,14.0182,14.7872,17.1449,74.0543,28.3885,1649.5931511200001,7362.120487840001,369.61600516000004,617.90028392
TRN-0546,23.5675,93.8871,42.115,39.0131,16.7881,17.4537,20.697,64.5418,40.7055,2212.68422925,8814.787546410002,555.42705625,3662.8268210100005
TRN-0210,30.7343,45.0422,45.8651,6.7379,17.3434,15.8132,22.8473,36.1972,23.9181,1384.34048746,2028.79978084,944.5971964900001,303.48983938
TRN-0893,14.6172,18.3131,44.6837,8.8063,8.0847,8.1434,10.6928,87.7375,16.0594,267.68624532,335.36963160999994,213.66253584,161.27065252999998
TRN-0797,20.8602,47.6941,30.521,34.8513,12.9399,12.4513,16.9269,17.2785,18.6989,994.90846482,2274.7271748099997,435.14794403999997,1662.20138733
TRN-0482,15.4736,30.7634,31.3967,13.3708,9.1938,9.1559,11.9994,33.9757,15.6428,476.02054624,946.38677956,239.43229695999997,411.33126871999997
TRN-0469,9.7518,38.6358,39.6464,44.0459,7.2393,8.3028,9.3167,22.5854,15.7717,376.76859444,1492.7250416400002,95.09760323999998,1701.7485832200002
TRN-0078,30.5467,109.1931,43.2382,33.7685,20.9985,21.4309,25.9315,77.0158,57.4073,3335.48886777,11923.13308761,933.1008808900001,3687.2871973500005
TRN-0240,15.0667,104.1581,36.4027,33.943,13.3738,15.3232,15.8001,51.3264,44.9059,1569.31884527,10848.909795610001,227.00544889000003,3535.4383883
TRN-0787,25.5006,45.3,39.6521,11.5301,14.4892,13.563,18.6989,53.7007,20.2559,1155.17718,2052.0899999999997,650.2806003599999,522.3135299999999
TRN-0658,8.197,36.7874,36.1863,47.6958,6.2612,7.4791,8.1375,47.2552,14.6794,301.54631779999994,1353.3127987599999,67.19080899999999,1754.6044729199998
TRN-0243,11.3687,28.3467,45.6981,56.6098,7.6108,8.0341,9.851,62.3478,16.775,322.26512829,803.5354008899999,129.24733969000002,1604.70101766
TRN-0506,14.2378,29.0391,42.7409,35.8399,8.9455,8.8975,11.729,39.6624,16.2324,413.45289798000005,843.26932881,202.71494884,1040.75844009
TRN-0732,31.7669,86.9219,26.3532,49.2088,20.5981,19.391,25.9812,57.9927,33.7325,2761.23930511,7555.416699609999,1009.1359356099999,4277.32239272
TRN-0489,26.606,74.4996,26.1555,14.439,17.1607,16.5283,21.4351,37.1672,25.8404,1982.1363576,5550.1904001600005,707.8792360000001,1075.6997244
TRN-0842,8.4367,41.2956,39.4313,21.0233,6.7362,7.9235,8.6162,54.0452,14.9845,348.39858852000003,1705.32657936,71.17790689,868.16978748
TRN-0988,21.9567,31.7733,22.7884,5.9133,12.9157,11.382,16.8997,47.4598,16.6707,697.63681611,1009.5425928899999,482.0966748900001,187.88505489
TRN-0721,16.9431,86.3196,27.0104,38.5934,13.4948,14.3679,16.283,65.9021,28.9001,1462.52161476,7451.073344159999,287.06863761000005,3331.36685064
TRN-0646,25.9459,17.3392,44.559,44.8019,13.7463,11.9815,29.9373,48.0835,20.3064,449.8811492800001,300.64785664000004,673.1897268100001,776.8291044800002
TRN-0681,15.4946,24.9221,38.7031,11.3605,9.2215,9.0022,12.0966,51.5528,16.121,386.15797066,621.11106841,240.08262916,283.12751705
TRN-0137,22.2192,100.676,37.4391,56.4213,17.3095,10.6228,21.2274,45.9637,44.5411,2236.9401792000003,10135.656976,493.69284864,5680.2707988
TRN-0474,19.7376,68.2093,24.9525,24.924,13.4189,13.5545,16.9523,56.4578,21.7249,1346.28787968,4652.50860649,389.57285376000004,1700.0485932
TRN-0793,29.9433,90.2695,38.0274,29.5678,13.62775,19.314,24.3668,51.4928,38.8282,2702.96671935,8148.582630249999,896.60121489,2669.0705221
TRN-0300,28.3887,54.9243,24.6385,26.9051,16.6301,15.3415,21.3679,23.2394,21.2878,1559.22947541,3016.6787304900004,805.91828769,1477.74378393
TRN-0096,24.6363,36.24,34.7335,15.5026,13.896,12.6338,18.1854,56.9828,19.1808,892.819512,1313.3376,606.94727769,561.814224
