Test_ID,Applied_Voltage_kV,Load_Current_A,Ambient_Temperature_C,Test_Duration_min,Sensor_S1,Sensor_S2,Sensor_S3,Sensor_S4,Validity_Label,S1_minus_S2,S1_minus_S3,S2_minus_S3
TRN-0128,26.0646,105.4747,36.4848,29.7454,18.6229,19.0469,22.9939,59.9133,Valid,-0.4239999999999995,-4.370999999999999,-3.946999999999999
TRN-0436,12.9292,15.0079,18.0,47.765,7.7726,6.8596,10.0741,61.009,Valid,0.9129999999999994,-2.3015,-3.2144999999999992
TRN-0733,11.1191,95.9778,32.2408,9.3445,10.3419,12.6769,11.9418,52.1243,Valid,-2.334999999999999,-1.5998999999999999,0.7350999999999992
TRN-0451,15.2425,33.3987,35.7329,11.8259,9.3907,9.3412,12.0736,32.7026,Valid,0.0495000000000001,-2.6829,-2.7324
TRN-0061,30.0389,73.7471,41.4148,46.8461,19.0801,18.3148,24.107,44.198,Valid,0.7652999999999999,-5.026899999999998,-5.792199999999998
TRN-0051,31.1752,99.3175,25.9078,5.095,20.6205,20.1688,25.4065,34.0022,Valid,0.4516999999999989,-4.786000000000001,-5.2377
TRN-0093,20.1057,35.7746,27.7187,59.2091,12.5668,11.4561,16.472,51.154,Valid,1.1107000000000014,-3.9052000000000007,-5.015900000000002
TRN-0457,14.4873,100.0648,36.7584,54.3708,12.7881,14.6488,15.1889,44.7178,Valid,-1.8606999999999996,-2.4008000000000003,-0.5401000000000007
TRN-0939,22.3374,56.6306,28.9941,18.4958,13.9008,13.3433,17.7527,49.9282,Valid,0.557500000000001,-3.8519000000000005,-4.4094000000000015
TRN-0872,26.9568,40.5601,40.3636,25.9641,13.62775,14.5565,20.7849,74.7142,Invalid,-0.9287499999999991,-7.15715,-6.228400000000001
TRN-0652,27.089,62.907,40.7783,13.492,16.8702,0.0,21.7538,66.6104,Invalid,16.8702,-4.883599999999998,-21.7538
TRN-0084,16.1984,104.131,47.1348,13.1686,13.8563,16.0643,16.4932,45.0811,Valid,-2.208,-2.6369000000000025,-0.4289000000000023
TRN-0461,10.4319,41.9366,32.0292,45.3324,7.5731,8.4603,9.6327,36.0315,Valid,-0.8872,-2.0595999999999997,-1.1723999999999997
TRN-0615,28.5161,46.13,36.8821,25.4588,16.5328,15.279,21.4779,48.4752,Valid,1.2538000000000018,-4.9451,-6.198900000000002
TRN-0828,12.2969,56.5112,39.2929,28.3125,9.4048,10.5472,11.7256,49.4543,Valid,-1.1424000000000003,-2.3208,-1.1784
TRN-0082,24.2607,41.2419,35.6057,24.8717,14.0427,13.1631,18.3995,59.6223,Valid,0.8795999999999999,-4.3568,-5.2364
TRN-0969,30.7801,21.4751,27.9207,33.4875,16.1614,13.5707,21.6122,49.4543,Valid,2.5907,-5.450800000000001,-8.041500000000001
TRN-0675,30.2286,45.8892,26.7456,33.7286,17.466,15.4147,22.8149,43.5912,Valid,2.0513000000000012,-5.3489,-7.400200000000002
TRN-0458,20.8054,64.9584,26.8743,57.8686,14.1824,22.0046,17.7369,45.5514,Invalid,-7.8222000000000005,-3.554499999999999,4.267700000000001
TRN-0190,15.2603,79.1605,29.4847,21.3996,11.7469,12.7595,14.0645,19.9086,Valid,-1.012599999999999,-2.3176000000000005,-1.3050000000000015
TRN-0202,25.3237,106.6343,38.858,25.9433,1.0,19.0542,22.2274,54.544,Invalid,-18.0542,-21.2274,-3.173199999999998
TRN-0068,12.3176,57.5176,21.598,48.011,9.8896,10.3904,12.1167,36.3548,Valid,-0.5007999999999999,-2.2271,-1.7263000000000002
TRN-0214,27.8415,15.6042,28.6918,50.5509,14.726,12.1316,19.753,57.192,Valid,2.5944000000000003,-5.026999999999999,-7.6213999999999995
TRN-0477,10.8498,54.5137,33.8139,24.3945,8.3735,9.3847,10.2987,66.5264,Valid,-1.0112000000000005,-1.9252000000000002,-0.9139999999999997
TRN-0394,17.3998,27.4014,32.6194,7.1219,10.1519,9.3392,13.4439,43.0775,Valid,0.8126999999999995,-3.292,-4.104699999999999
TRN-0530,18.4973,100.7009,36.7309,6.1492,14.4387,16.0742,17.2039,51.6816,Valid,-1.6355000000000004,-2.7652,-1.1296999999999997
TRN-0037,20.7384,99.3801,27.8355,9.009,15.4736,16.4851,18.3568,61.3818,Valid,-1.0114999999999998,-2.8832000000000004,-1.8717000000000006
TRN-0267,12.3628,100.7801,22.3968,23.5885,11.9041,13.7706,13.9312,40.4923,Invalid,-1.8665000000000003,-2.027100000000001,-0.16060000000000052
TRN-0440,9.7342,73.9139,18.0,45.948,9.1737,10.3878,10.8464,53.3581,Valid,-1.2141000000000002,-1.672699999999999,-0.4585999999999988
TRN-0697,13.9074,63.999,35.716,17.3181,10.4776,11.3127,12.9265,53.7765,Valid,-0.8350999999999988,-2.4489,-1.6138000000000012
TRN-0974,18.163,28.358,31.2924,32.175,10.7058,9.9377,14.0611,50.49,Valid,0.7681000000000004,-3.3552999999999997,-4.1234
TRN-0869,31.3848,62.2443,36.8918,34.7087,18.6216,17.3424,23.8142,52.9131,Valid,1.2791999999999994,-5.192599999999999,-6.471799999999998
TRN-0025,16.5478,64.1575,36.9451,5.6956,11.3731,6.9911,14.1633,58.3087,Invalid,4.382000000000001,-2.7901999999999987,-7.172199999999999
TRN-0523,11.8296,21.4584,32.3691,57.9892,25.0,7.3582,9.8972,38.2451,Invalid,17.6418,15.1028,-2.5389999999999997
TRN-0172,28.6209,35.1609,28.1335,24.3318,15.7314,13.8399,20.6323,43.6457,Valid,1.8915000000000006,-4.9009,-6.792400000000001
TRN-0723,12.3018,61.145,38.4586,12.285,9.4748,10.5765,11.5015,53.5863,Valid,-1.1016999999999992,-2.0267,-0.9250000000000007
TRN-0041,15.098,38.9042,25.1113,36.8095,9.7416,9.5803,12.384,42.8213,Valid,0.16130000000000067,-2.6424000000000003,-2.803700000000001
TRN-0958,13.9218,61.6483,44.9454,43.3601,10.3708,11.515,12.7252,52.0169,Valid,-1.1442000000000014,-2.3544,-1.2101999999999986
TRN-0364,10.1665,93.6094,41.4084,43.4711,10.5852,13.1681,12.3919,36.9169,Valid,-2.5829000000000004,-1.8066999999999993,0.7762000000000011
TRN-0553,12.9588,91.6201,24.6224,7.4809,11.674,13.1147,13.7081,50.501,Valid,-1.4406999999999996,-2.0341000000000005,-0.5934000000000008
TRN-0253,31.6361,32.2472,36.1817,55.1522,17.5824,15.0875,23.2255,71.4929,Valid,2.4948999999999995,-5.6431000000000004,-8.138
TRN-0566,12.9328,79.8868,40.2712,33.5667,11.013,12.7045,13.3102,37.6164,Valid,-1.6914999999999996,-2.2972,-0.6057000000000006
TRN-0777,8.1947,107.2433,21.406,55.8882,10.373,13.0691,11.2021,49.4159,Valid,-2.6961000000000013,-0.8291000000000004,1.8670000000000009
TRN-0485,12.9139,39.8236,23.2491,24.6533,8.46,8.7627,10.6013,67.1814,Valid,-0.30269999999999975,-2.1412999999999993,-1.8385999999999996
TRN-0076,19.98,51.4139,37.8555,12.2375,12.5667,12.777,25.0,21.6472,Invalid,-0.21029999999999838,-12.4333,-12.223
TRN-0234,31.8555,89.9514,38.7023,18.529,20.0978,19.7211,25.2735,50.7539,Valid,0.3766999999999996,-5.175699999999999,-5.552399999999999
TRN-0176,16.7604,61.6364,46.4971,55.1082,12.021,12.683,14.9245,41.1933,Valid,-0.661999999999999,-2.9034999999999993,-2.2415000000000003
TRN-0931,19.7739,19.7536,27.0141,42.8943,11.0173,9.5235,14.5968,39.2832,Valid,1.4938000000000002,-3.5794999999999995,-5.0733
TRN-0945,26.7385,70.3804,36.3881,33.2994,17.2828,16.7397,21.7568,56.2922,Invalid,0.5431000000000026,-4.473999999999997,-5.017099999999999
TRN-0715,15.2056,97.2858,31.008,34.6975,12.7327,14.3418,14.9446,45.1902,Valid,-1.6090999999999998,-2.2119,-0.6028000000000002
TRN-0103,11.0967,57.7506,32.1577,49.6601,9.3504,10.2755,11.4103,47.7629,Valid,-0.9250999999999987,-2.059899999999999,-1.1348000000000003
TRN-0522,25.7619,69.1276,32.6964,18.6309,16.2873,15.9744,20.6953,56.4635,Valid,0.31289999999999907,-4.408000000000001,-4.7209
TRN-0612,22.9325,95.339,21.9622,58.4625,17.1118,17.1518,21.0356,37.9274,Valid,-0.0400000000000027,-3.9238,-3.8837999999999973
TRN-0706,12.8318,53.2613,36.8491,11.4673,9.0028,9.979,10.9948,42.5072,Valid,-0.9761999999999986,-1.991999999999999,-1.0158000000000005
TRN-0409,18.9372,42.7286,30.7494,59.6139,12.0414,11.6014,15.4897,71.2505,Valid,0.4399999999999995,-3.4482999999999997,-3.888299999999999
TRN-0741,10.1391,102.3696,30.4046,37.2094,10.9162,13.2917,12.6988,45.9982,Valid,-2.3755000000000006,-1.7826000000000004,0.5929000000000002
TRN-0162,13.1679,23.7918,20.5211,29.8586,8.0068,7.4467,10.4513,19.7703,Valid,0.5601000000000003,-2.4444999999999997,-3.0046
TRN-0980,21.2551,92.5878,23.7463,51.8686,15.8742,16.2173,19.1395,77.3263,Valid,-0.3431000000000015,-3.2653000000000016,-2.9222
TRN-0072,11.3676,24.7966,47.8326,39.7456,7.1229,7.6559,9.5351,59.5152,Valid,-0.5330000000000004,-2.4122000000000003,-1.8792
TRN-0670,13.7125,49.7963,29.9628,30.9329,9.5133,9.9252,12.031,61.3026,Valid,-0.41190000000000104,-2.5177000000000014,-2.1058000000000003
TRN-0884,14.7955,47.2573,38.2309,35.7656,9.9198,10.4887,12.5743,44.566,Valid,-0.5688999999999993,-2.6544999999999987,-2.0855999999999995
TRN-0765,25.7638,21.9445,30.2554,47.5049,13.902,20.392,18.6341,52.7792,Invalid,-6.49,-4.732100000000001,1.7578999999999994
TRN-0208,27.5704,85.3055,24.6014,31.3391,18.2797,17.8617,22.6378,50.0485,Valid,0.41799999999999926,-4.3581,-4.7761
TRN-0116,17.1843,57.8166,30.8448,31.3097,11.8278,12.0699,14.9209,40.3349,Valid,-0.24210000000000065,-3.0930999999999997,-2.850999999999999
TRN-0807,13.7129,81.1031,27.6251,31.0034,11.2408,12.5312,13.2541,54.4976,Valid,-1.2904,-2.013299999999999,-0.7228999999999992
TRN-0515,26.6475,106.3383,29.4929,14.2771,19.0362,19.4561,23.466,35.5775,Valid,-0.4198999999999984,-4.4298,-4.009900000000002
TRN-0771,10.5103,65.8953,33.8904,15.1601,8.8842,10.4931,10.7892,42.4119,Valid,-1.6089000000000002,-1.9049999999999994,-0.29609999999999914
TRN-0252,28.7185,102.2871,26.2899,33.8702,19.6977,19.5107,24.4223,43.589,Valid,0.18700000000000117,-4.724599999999999,-4.9116
TRN-0762,25.9956,109.9526,44.171,32.6094,19.0835,20.0698,23.5018,26.7068,Valid,-0.9863,-4.418299999999999,-3.4319999999999986
TRN-0722,13.5483,30.7805,39.3529,46.8138,8.7059,8.8392,11.4471,42.6593,Valid,-0.1333000000000002,-2.741200000000001,-2.6079000000000008
TRN-0309,17.304,91.7646,36.5064,53.8731,13.7505,15.1453,16.6453,74.8414,Valid,-1.3948,-2.8947999999999983,-1.4999999999999982
TRN-0454,18.7967,65.4734,40.9096,30.0071,13.0694,13.9466,16.4915,57.237,Valid,-0.8772000000000002,-3.4220999999999986,-2.5448999999999984
TRN-0312,11.6104,102.0657,46.6395,55.7037,11.7779,14.4485,13.6518,49.1068,Valid,-2.6705999999999985,-1.873899999999999,0.7966999999999995
TRN-0191,13.4092,41.696,35.3431,54.3964,9.4945,9.707,12.2115,45.3013,Valid,-0.21250000000000036,-2.7169999999999987,-2.5044999999999984
TRN-0913,30.3803,53.4373,35.2678,10.1371,17.5759,16.0709,22.6921,36.9262,Valid,1.504999999999999,-5.116199999999999,-6.621199999999998
TRN-0426,15.663,92.9721,42.0626,10.8552,12.5411,14.5453,14.8675,57.4867,Valid,-2.004199999999999,-2.3263999999999996,-0.3222000000000005
TRN-0286,11.876,58.3091,18.0,17.1002,8.8853,9.7133,10.5956,51.7181,Valid,-0.8279999999999994,-1.7102999999999984,-0.882299999999999
TRN-0400,15.8294,42.461,36.6762,38.4979,10.6434,10.7181,13.7955,58.1528,Valid,-0.07469999999999999,-3.152100000000001,-3.077400000000001
TRN-0498,9.247,29.5362,30.9868,39.7963,6.3095,6.6922,8.0435,23.9261,Valid,-0.3826999999999998,-1.734,-1.3513000000000002
TRN-0379,27.3635,80.9819,24.8846,40.687,17.9053,17.2384,22.3222,41.2935,Valid,0.6669000000000018,-4.416899999999998,-5.0838
TRN-0120,27.6676,107.92,25.534,37.3577,19.7172,19.6141,16.9269,66.4597,Invalid,0.10309999999999775,2.7902999999999984,2.6872000000000007
TRN-0062,13.8465,88.0545,18.0,14.4881,11.694,12.8662,13.6891,56.6009,Valid,-1.1721999999999984,-1.995099999999999,-0.8229000000000006
TRN-0216,10.4524,20.9992,31.1693,8.7182,6.133,6.6738,8.1383,61.5106,Valid,-0.5408,-2.005299999999999,-1.4644999999999992
TRN-0246,20.7832,99.3301,37.9236,7.0177,15.7143,16.9205,18.9945,72.4032,Valid,-1.2062000000000008,-3.280199999999999,-2.073999999999998
TRN-0303,15.7997,94.2261,39.2941,32.7851,13.1259,14.9899,15.8749,46.3433,Valid,-1.8640000000000008,-2.7490000000000006,-0.8849999999999998
TRN-0213,30.1751,79.3309,21.9507,18.1772,18.7655,17.5128,23.4268,32.0832,Valid,1.2527000000000008,-4.661300000000001,-5.9140000000000015
TRN-0156,19.8281,70.9773,33.1628,38.3599,14.1726,14.261,17.9427,42.5564,Valid,-0.08840000000000003,-3.7700999999999993,-3.6816999999999993
TRN-0703,26.2089,54.974,41.1151,26.273,16.2704,15.1831,20.948,45.5269,Valid,1.087299999999999,-4.677600000000002,-5.764900000000001
TRN-0702,19.4301,32.991,28.6255,59.8097,12.1253,11.1045,15.7981,39.8642,Valid,1.0207999999999995,-3.6728000000000005,-4.6936
TRN-0784,15.8702,15.6296,39.2104,56.6342,9.2844,8.3762,12.6375,53.5794,Valid,0.908199999999999,-3.3530999999999995,-4.2612999999999985
TRN-0929,10.8657,63.1203,31.5599,52.7209,17.2812,10.3317,11.1108,76.6147,Invalid,6.949499999999999,6.170399999999999,-0.7790999999999997
TRN-0997,15.1471,61.1764,30.4936,18.3832,11.3087,11.8006,14.0115,64.296,Valid,-0.49189999999999934,-2.7028,-2.2109000000000005
TRN-0368,26.4526,41.6867,25.0217,25.7021,15.4035,13.8786,20.0559,44.0599,Valid,1.5248999999999988,-4.652400000000002,-6.177300000000001
TRN-0015,9.8697,106.5144,35.524,34.3863,10.9308,13.743,12.4704,36.746,Valid,-2.8122000000000007,-1.5396,1.2726000000000006
TRN-0342,28.6801,34.5847,34.5762,26.7751,15.7586,14.168,20.6559,41.1764,Valid,1.5906000000000002,-4.8972999999999995,-6.4879
TRN-0435,16.7485,20.8459,32.3547,55.9328,10.1249,9.1295,13.6252,42.7239,Valid,0.9954000000000001,-3.5002999999999993,-4.495699999999999
TRN-0219,31.6478,62.8966,31.4592,47.6283,19.2432,17.5298,24.8905,52.5683,Valid,1.7134,-5.647299999999998,-7.360699999999998
TRN-0863,10.732,30.3546,18.0,26.322,6.7881,6.7639,8.8119,71.1859,Valid,0.024200000000000443,-2.0237999999999996,-2.048
TRN-0217,12.8841,56.0493,29.0429,48.7273,13.667,16.5939,12.7182,55.1213,Invalid,-2.9269000000000016,0.9488000000000003,3.875700000000002
TRN-0791,22.6952,45.442,31.1286,36.3539,13.5856,12.7301,17.5582,51.0872,Valid,0.8554999999999993,-3.9726,-4.828099999999999
TRN-0993,30.921,107.667,40.2538,39.6437,21.2226,21.4006,26.4027,52.0188,Valid,-0.17800000000000082,-5.1800999999999995,-5.002099999999999
TRN-0481,28.8309,92.0524,22.5305,20.2385,19.4131,18.7107,24.0829,24.1901,Valid,0.7024000000000008,-4.669799999999999,-5.372199999999999
TRN-0237,15.926,15.8727,28.8574,49.7271,9.1475,8.3813,12.2518,39.5061,Valid,0.7662000000000013,-3.1042999999999985,-3.8705
TRN-0424,31.766,63.1176,34.6055,14.9161,18.9696,17.6123,24.3552,47.8771,Valid,1.3572999999999986,-5.3856,-6.742899999999999
TRN-0224,22.1138,69.3864,45.2051,24.9273,14.8369,14.9851,18.8101,50.5464,Valid,-0.14819999999999922,-3.9731999999999985,-3.8249999999999993
TRN-0024,17.4295,76.4987,41.6689,49.1177,12.8582,14.1314,15.8929,49.4543,Valid,-1.2731999999999992,-3.034699999999999,-1.7614999999999998
TRN-0761,8.4072,51.5741,32.3668,9.8077,7.052,8.3476,8.6095,67.879,Valid,-1.2956000000000003,-1.557500000000001,-0.2619000000000007
TRN-0551,23.5579,70.8232,32.6027,43.3158,15.7487,24.8572,19.3857,22.1708,Invalid,-9.1085,-3.6370000000000005,5.471499999999999
TRN-0768,24.9567,103.8645,43.7261,16.1546,17.6763,13.57855,21.7368,53.8115,Invalid,4.097750000000001,-4.0604999999999976,-8.158249999999999
TRN-0109,22.871,98.2611,23.1992,7.9469,16.5071,16.9606,20.0505,53.2645,Valid,-0.45349999999999824,-3.5433999999999983,-3.0899
TRN-0873,26.6998,56.1904,35.416,31.4179,16.3946,15.2187,21.3825,41.5613,Valid,1.1759000000000004,-4.9879,-6.1638
TRN-0589,23.5742,80.0256,28.2073,5.4162,15.6847,15.9431,19.5115,52.9688,Invalid,-0.25839999999999996,-3.826800000000002,-3.5684000000000022
TRN-0203,12.9827,26.2827,18.5198,33.0949,8.5219,-0.2015,11.2283,67.3265,Invalid,8.7234,-2.7064000000000004,-11.4298
TRN-0963,22.0301,29.581,24.2657,46.4353,12.6477,11.2868,16.7821,72.0159,Valid,1.3609000000000009,-4.134399999999999,-5.4953
TRN-0445,21.45,50.8455,34.0144,31.5401,13.5733,13.0423,17.1751,47.7971,Valid,0.5310000000000006,-3.601800000000001,-4.132800000000001
TRN-0935,9.4254,88.5794,30.4932,48.8792,9.996,12.1686,18.5332,39.0483,Invalid,-2.172599999999999,-8.5372,-6.364600000000001
TRN-0415,19.177,89.8922,38.4577,56.7523,15.2102,15.9875,18.729,36.1364,Valid,-0.7773000000000003,-3.518799999999999,-2.7414999999999985
TRN-0209,29.9956,79.3101,32.0155,17.061,18.8294,18.2246,23.9815,35.0363,Invalid,0.6048000000000009,-5.152100000000001,-5.756900000000002
TRN-0544,27.3237,36.5954,27.8369,36.5974,15.3085,13.4413,19.8104,29.1183,Valid,1.8672000000000004,-4.501900000000001,-6.369100000000001
TRN-0111,20.1785,19.6058,37.9269,15.0994,11.127,10.1191,14.7335,33.4432,Valid,1.0079000000000011,-3.6064999999999987,-4.6144
TRN-0526,31.4644,29.237,41.6587,52.351,17.3032,15.1398,22.8723,49.0786,Valid,2.163400000000001,-5.569099999999999,-7.7325
TRN-0940,9.6406,56.2683,24.8761,48.8917,8.3068,9.0676,10.0189,32.4217,Valid,-0.7607999999999997,-1.7120999999999995,-0.9512999999999998
TRN-0838,31.932,79.8589,32.6147,44.5479,20.6119,19.6283,25.9704,14.6559,Valid,0.9835999999999991,-5.358500000000003,-6.342100000000002
TRN-0708,17.9052,36.8289,26.0267,32.4417,10.976,10.3199,14.1071,40.9626,Valid,0.6561000000000003,-3.1311,-3.7872000000000003
TRN-0075,10.6255,33.6857,32.3691,40.2823,7.5093,7.9531,9.6454,54.134,Valid,-0.4438000000000004,-2.1361000000000008,-1.6923000000000004
TRN-0321,16.4319,106.2896,25.8871,25.654,14.4604,15.843,1.0,69.2522,Invalid,-1.3826,13.4604,14.843
TRN-0867,12.4308,52.8897,31.9177,46.884,9.4185,10.1833,11.7055,49.4543,Valid,-0.7647999999999993,-2.287000000000001,-1.5222000000000016
TRN-0416,16.6191,71.8971,38.4489,6.7605,12.0738,13.1961,14.7668,49.4543,Valid,-1.1222999999999992,-2.6929999999999996,-1.5707000000000004
TRN-0188,26.6142,90.5936,48.4553,12.0777,17.7157,18.4443,22.0111,49.4543,Valid,-0.7286000000000001,-4.295400000000001,-3.5668000000000006
TRN-0050,11.9381,73.8834,36.8656,56.3173,10.3871,11.833,12.4416,62.0085,Valid,-1.4459,-2.054499999999999,-0.6085999999999991
TRN-0150,26.2178,25.4714,35.5228,48.3043,14.3505,12.58,19.1492,42.953,Valid,1.7705000000000002,-4.7987,-6.5692
TRN-0142,21.3253,74.4008,46.0511,24.5985,14.5831,15.3581,18.2474,47.2732,Valid,-0.7750000000000004,-3.664299999999999,-2.8892999999999986
TRN-0133,8.076,29.8006,45.4033,12.3513,5.9675,7.1174,7.6489,60.1719,Valid,-1.1498999999999997,-1.6814,-0.5315000000000003
TRN-0906,25.8413,81.9552,43.1604,47.0577,17.4843,17.531,22.1277,41.4904,Valid,-0.04669999999999774,-4.6434,-4.596700000000002
TRN-0894,9.8798,101.6812,38.8328,20.6455,10.6819,13.5792,12.2654,34.8847,Valid,-2.8972999999999995,-1.583499999999999,1.3138000000000005
TRN-0944,9.9425,82.4452,35.8081,40.7018,9.6835,11.9735,16.9269,50.8812,Invalid,-2.289999999999999,-7.243399999999999,-4.9534
TRN-0030,31.3419,73.0867,33.8379,8.3587,19.2448,18.2686,24.291,54.3545,Valid,0.9762000000000022,-5.046199999999999,-6.022400000000001
TRN-0302,24.9096,36.4844,36.5374,37.3227,14.063,13.0071,18.5927,61.9299,Valid,1.0559000000000012,-4.5297,-5.585600000000001
TRN-0623,16.5307,105.1387,45.288,58.565,14.3957,16.4442,17.1558,35.4316,Invalid,-2.048499999999999,-2.7600999999999996,-0.7116000000000007
TRN-0230,17.355,73.8506,31.1921,18.0737,12.7189,13.471,15.6576,56.9299,Valid,-0.7521000000000004,-2.9387000000000008,-2.1866000000000003
TRN-0060,19.2254,85.8028,25.5407,7.2014,14.0182,14.7872,17.1449,74.0543,Valid,-0.7690000000000001,-3.1266999999999996,-2.3576999999999995
TRN-0546,23.5675,93.8871,42.115,39.0131,16.7881,17.4537,20.697,64.5418,Valid,-0.6656000000000013,-3.908899999999999,-3.243299999999998
TRN-0210,30.7343,45.0422,45.8651,6.7379,17.3434,15.8132,22.8473,36.1972,Valid,1.530199999999999,-5.503900000000002,-7.0341000000000005
TRN-0893,14.6172,18.3131,44.6837,8.8063,8.0847,8.1434,10.6928,87.7375,Valid,-0.058699999999999974,-2.6081000000000003,-2.5494000000000003
TRN-0797,20.8602,47.6941,30.521,34.8513,12.9399,12.4513,16.9269,17.2785,Invalid,0.4885999999999999,-3.987,-4.4756
TRN-0482,15.4736,30.7634,31.3967,13.3708,9.1938,9.1559,11.9994,33.9757,Valid,0.03789999999999871,-2.8056,-2.843499999999999
TRN-0469,9.7518,38.6358,39.6464,44.0459,7.2393,8.3028,9.3167,22.5854,Valid,-1.0634999999999994,-2.077400000000001,-1.0139000000000014
TRN-0078,30.5467,109.1931,43.2382,33.7685,20.9985,21.4309,25.9315,77.0158,Valid,-0.43240000000000123,-4.933,-4.500599999999999
TRN-0240,15.0667,104.1581,36.4027,33.943,13.3738,15.3232,15.8001,51.3264,Valid,-1.9494000000000007,-2.4263000000000012,-0.47690000000000055
TRN-0787,25.5006,45.3,39.6521,11.5301,14.4892,13.563,18.6989,53.7007,Valid,0.9261999999999997,-4.209699999999998,-5.135899999999998
TRN-0658,8.197,36.7874,36.1863,47.6958,6.2612,7.4791,8.1375,47.2552,Valid,-1.2179000000000002,-1.8762999999999996,-0.6583999999999994
TRN-0243,11.3687,28.3467,45.6981,56.6098,7.6108,8.0341,9.851,62.3478,Valid,-0.42330000000000023,-2.2402000000000006,-1.8169000000000004
TRN-0506,14.2378,29.0391,42.7409,35.8399,8.9455,8.8975,11.729,39.6624,Valid,0.047999999999998266,-2.7835,-2.8314999999999984
TRN-0732,31.7669,86.9219,26.3532,49.2088,20.5981,19.391,25.9812,57.9927,Valid,1.2071000000000005,-5.383100000000002,-6.590200000000003
TRN-0489,26.606,74.4996,26.1555,14.439,17.1607,16.5283,21.4351,37.1672,Valid,0.632399999999997,-4.2744,-4.906799999999997
TRN-0842,8.4367,41.2956,39.4313,21.0233,6.7362,7.9235,8.6162,54.0452,Valid,-1.1872999999999996,-1.879999999999999,-0.6926999999999994
TRN-0988,21.9567,31.7733,22.7884,5.9133,12.9157,11.382,16.8997,47.4598,Valid,1.5336999999999996,-3.984,-5.5177
TRN-0721,16.9431,86.3196,27.0104,38.5934,13.4948,14.3679,16.283,65.9021,Valid,-0.8731000000000009,-2.7882000000000016,-1.9151000000000007
TRN-0646,25.9459,17.3392,44.559,44.8019,13.7463,11.9815,29.9373,48.0835,Invalid,1.7647999999999993,-16.191000000000003,-17.9558
TRN-0681,15.4946,24.9221,38.7031,11.3605,9.2215,9.0022,12.0966,51.5528,Valid,0.2193000000000005,-2.8750999999999998,-3.0944000000000003
TRN-0137,22.2192,100.676,37.4391,56.4213,17.3095,10.6228,21.2274,45.9637,Invalid,6.6867,-3.9178999999999995,-10.6046
TRN-0474,19.7376,68.2093,24.9525,24.924,13.4189,13.5545,16.9523,56.4578,Valid,-0.13560000000000016,-3.5334000000000003,-3.3978
TRN-0793,29.9433,90.2695,38.0274,29.5678,13.62775,19.314,24.3668,51.4928,Invalid,-5.686249999999999,-10.73905,-5.052800000000001
TRN-0300,28.3887,54.9243,24.6385,26.9051,16.6301,15.3415,21.3679,23.2394,Valid,1.2885999999999989,-4.7378,-6.026399999999999
TRN-0096,24.6363,36.24,34.7335,15.5026,13.896,12.6338,18.1854,56.9828,Valid,1.2622,-4.2894000000000005,-5.5516000000000005
TRN-0399,10.3861,18.7855,32.6305,50.6218,6.3956,6.3908,8.4581,20.3764,Valid,0.0048000000000003595,-2.0625,-2.0673000000000004
TRN-0392,10.1905,67.5579,25.3445,35.5989,9.0985,10.207,10.7316,48.0055,Valid,-1.1085000000000012,-1.6331000000000007,-0.5245999999999995
TRN-0922,29.8423,23.2777,32.2842,35.1458,16.0758,13.5681,21.498,52.7638,Valid,2.5077000000000016,-5.4222,-7.929900000000002
TRN-0674,10.2641,67.6886,36.7714,5.0434,8.766,10.3713,10.3567,76.1003,Valid,-1.6052999999999997,-1.5907,0.014599999999999724
TRN-0805,15.6191,87.307,31.2849,31.8206,12.6735,13.9206,15.2714,60.0861,Invalid,-1.2470999999999997,-2.597899999999999,-1.3507999999999996
TRN-0849,18.5832,83.5181,42.8469,19.2857,13.6044,14.8572,16.5177,38.1275,Valid,-1.2528000000000006,-2.9133000000000013,-1.6605000000000008
TRN-0720,8.7305,38.7524,42.7652,39.973,6.9272,7.8504,8.7984,39.3478,Valid,-0.9231999999999996,-1.8712000000000009,-0.9480000000000013
TRN-0244,13.7541,79.6813,23.9523,25.6729,11.413,12.2854,13.6117,77.2696,Valid,-0.872399999999999,-2.1987000000000005,-1.3263000000000016
TRN-0584,14.8001,41.6142,34.1941,23.5459,9.4725,9.6892,11.9039,71.7649,Valid,-0.21669999999999945,-2.4314,-2.2147000000000006
TRN-0393,22.8787,26.2566,33.3296,26.8598,12.6389,11.2659,16.9462,36.961,Valid,1.3729999999999993,-4.3073000000000015,-5.680300000000001
TRN-0046,12.6004,70.012,26.6228,27.805,10.1212,11.1769,11.9567,43.7905,Valid,-1.0556999999999999,-1.8354999999999997,-0.7797999999999998
TRN-0055,13.7835,22.704,46.1581,56.4581,8.6208,8.5332,11.4585,31.2953,Valid,0.08759999999999835,-2.8377000000000017,-2.9253
TRN-0040,30.7001,21.7619,23.3392,38.6122,16.4355,8.515,22.2017,59.9267,Invalid,7.9205000000000005,-5.766199999999998,-13.686699999999998
TRN-0604,29.1572,28.9227,36.6761,40.8287,16.2795,7.4881,21.7575,56.1516,Invalid,8.7914,-5.4780000000000015,-14.269400000000001
TRN-0383,19.269,79.1736,31.6065,46.7932,14.3271,14.7891,17.4732,49.4543,Valid,-0.46199999999999974,-3.146099999999999,-2.684099999999999
TRN-0631,16.4187,61.9808,30.0559,32.3224,12.0878,12.3883,16.9269,29.1391,Invalid,-0.30049999999999955,-4.8391,-4.538600000000001
